Respondent,MainBranch,Hobbyist,Age,Age1stCode,Salary,Country,WorkWeekHrs,YearsCode,YearsCodePro
41899,I am a developer by profession,Yes,23,13,9624,Brazil,44,12,4
41901,I am a developer by profession,Yes,30,21,89140,Uruguay,40,7,5
41903,I am a developer by profession,No,30,18,89750,India,8,12,8
41904,I am a developer by profession,Yes,24,20,13572,Romania,50,5,3
41905,I am a developer by profession,Yes,31,5,64630,United Kingdom,37,5,4
41906,I am a developer by profession,Yes,22,18,10471,India,40,3,2
41907,I am a developer by profession,Yes,30,19,81808,India,12,8,5
41909,I am a developer by profession,Yes,25,15,10056,India,45,9,2
41910,I am a developer by profession,No,30,13,92336,Germany,40,10,5
41911,I am a developer by profession,No,41,14,46533,United Kingdom,35,20,8
41912,I am a developer by profession,Yes,28,15,94891,Russian Federation,40,12,6
41916,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,32,14,27144,Romania,40,7,4
41917,I am a developer by profession,Yes,30,13,124135,United Kingdom,40,20,18
41918,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,14,70692,France,40,11,8
41920,I am a developer by profession,Yes,30,14,34428,Singapore,40,8,3
41924,"I used to be a developer by profession, but no longer am",Yes,46,23,140757,Finland,40,22,21
41926,I am a developer by profession,No,52,28,51704,United Kingdom,40,24,24
41927,I am a developer by profession,Yes,30,16,14660,India,45,11,4
41928,I am a developer by profession,Yes,36,13,75669,Germany,40,15,6
41933,I am a developer by profession,Yes,34,10,1.00E+06,United Kingdom,50,24,10
41934,I am a developer by profession,No,30,12,54179,Switzerland,40,5,2
41936,I am a developer by profession,No,31,23,90806,United Kingdom,40,8,5
41939,I am a developer by profession,Yes,30,12,127834,India,40,25,17
41940,I am a developer by profession,Yes,29,23,17316,Brazil,40,7,3
41942,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,19,31128,Belgium,35,20,18
41945,I am a developer by profession,Yes,30,12,99530,United Kingdom,37,19,12
41946,I am a developer by profession,Yes,30,33,80609,India,8,8,5
41947,I am a developer by profession,Yes,30,17,85325,United Kingdom,40,8,2
41951,I am a developer by profession,Yes,30,20,93962,India,40,10,6
41952,I am a developer by profession,Yes,30,19,105291,United Kingdom,40,13,11
41954,I am a developer by profession,Yes,22,18,76258,India,40,4,2
41956,I am a developer by profession,Yes,30,12,103665,Indonesia,40,13,10
41958,I am a developer by profession,Yes,26,14,87183,Nepal,40,12,2
41960,I am a developer by profession,Yes,47,13,42960,Sweden,40,35,12
41961,I am a developer by profession,Yes,30,16,86390,India,40,9,2
41962,I am a developer by profession,No,30,10,16752,India,8.5,10,1
41964,I am a developer by profession,Yes,30,11,96596,India,40,14,5
41965,I am a developer by profession,Yes,30,15,85383,Czech Republic,40,5,4
41966,I am a developer by profession,Yes,30,10,137172,South Africa,30,32,20
41968,I am a developer by profession,No,30,18,53880,Sweden,41,15,12
41969,I am a developer by profession,No,30,15,10800,Pakistan,40,6,2
41974,I am a developer by profession,Yes,30,16,292812,Poland,40,6,3
41982,I am a developer by profession,Yes,51,21,158828,Lebanon,42,31,24
41983,I am a developer by profession,Yes,30,18,84694,India,45,6,2
41986,I am a developer by profession,Yes,30,18,78372,India,40,3,1
41987,I am a developer by profession,Yes,30,20,113871,Slovenia,40,18,13
41988,I am a developer by profession,No,24,18,84343,India,45,6,4
41989,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,29,13,39996,Spain,39,9,4
41993,I am a developer by profession,Yes,30,14,21974,United Kingdom,38,8,2
41998,I am a developer by profession,No,28,13,41112,Sweden,40,15,3
42001,I am a developer by profession,No,30,15,16764,Brazil,44,10,2
42002,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,44,7,54049,Spain,40,30,24
42004,I am a developer by profession,No,34,6,55130,Germany,40,14,6
42006,I am a developer by profession,Yes,30,11,64318,Germany,42,18,3
42007,I am a developer by profession,No,30,17,166644,Ireland,40,37,33
42008,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,15,121572,Denmark,40,20,16
42010,I am a developer by profession,Yes,30,15,92336,India,40,10,5
42013,I am a developer by profession,Yes,32,8,35000,United States,40,10,5
42014,I am a developer by profession,Yes,42,36,91000,United States,47,2,2
42015,I am a developer by profession,No,31,15,48644,France,38,14,7
42019,I am a developer by profession,No,30,18,117628,India,40,20,14
42021,I am a developer by profession,Yes,30,15,44676,Sweden,38,8,3
42024,I am a developer by profession,Yes,30,16,7200,India,50,15,10
42032,I am a developer by profession,Yes,30,12,145728,United States,40,25,28
42035,I am a developer by profession,Yes,30,12,93905,Austria,40,13,4
42036,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,32,24,38916,France,35,8,3
42038,I am a developer by profession,Yes,30,14,92744,United Kingdom,40,16,10
42040,I am a developer by profession,Yes,37,7,43239,Germany,40,29,11
42041,I am a developer by profession,No,30,15,4944,Brazil,8,11,4
42045,I am a developer by profession,No,30,14,90205,Russian Federation,40,8,5
42047,I am a developer by profession,Yes,30,10,141740,United Kingdom,40,35,19
42049,I am a developer by profession,Yes,30,18,59454,Germany,40,7,4
42052,I am a developer by profession,Yes,30,18,85887,United States,40,7,3
42056,I am a developer by profession,Yes,31,15,164928,Brazil,50,17,11
42057,I am a developer by profession,Yes,30,12,20616,Brazil,45,18,10
42060,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,22,56040,Israel,40,7,5
42061,I am a developer by profession,Yes,30,17,6876,Brazil,8,8,4
42062,I am a developer by profession,No,24,16,48072,Germany,40,5,2
42065,I am a developer by profession,Yes,35,14,84316,Netherlands,40,20,16
42066,I am a developer by profession,Yes,30,18,9948,Bulgaria,40,3,1
42067,I am a developer by profession,Yes,30,13,85482,Netherlands,36,15,8
42068,I am a developer by profession,No,30,17,4488,Ghana,8,9,5
42069,I am a developer by profession,Yes,29,14,5028,India,40,15,5
42075,I am a developer by profession,No,30,19,19728,Turkey,40,12,6
42078,I am a developer by profession,Yes,42,19,86976,Canada,40,18,15
42079,I am a developer by profession,Yes,30,11,101361,Germany,40,20,4
42081,I am a developer by profession,Yes,30,18,32424,Austria,25,4,1
42084,I am a developer by profession,No,22,18,3072,India,50,2,1
42090,I am a developer by profession,Yes,32,13,58373,Germany,40,18,9
42091,I am a developer by profession,Yes,30,14,130526,Iran,40,26,18
42092,I am a developer by profession,No,26,15,48644,Germany,40,8,2
42093,I am a developer by profession,Yes,29,14,42158,Germany,30,15,5
42098,I am a developer by profession,Yes,30,17,39456,France,37,8,2
42101,I am a developer by profession,Yes,30,21,88075,India,40,6,5
42102,I am a developer by profession,Yes,30,17,84821,Russian Federation,40,6,3
42104,I am a developer by profession,Yes,30,13,26527,India,40,16,10
42105,I am a developer by profession,No,30,23,91774,Morocco,40,11,4
42106,I am a developer by profession,Yes,31,15,13668,Poland,40,9,7
42107,I am a developer by profession,Yes,30,10,79437,Germany,40,4,1
42109,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,24,13,95194,Brazil,58,11,5
42110,I am a developer by profession,Yes,30,7,82187,Indonesia,40,2,4
42112,I am a developer by profession,Yes,30,19,99908,Uganda,40,11,9
42114,I am a developer by profession,Yes,34,27,36816,Sweden,40,5,1
42115,I am a developer by profession,No,30,13,45396,Germany,40,11,6
42116,I am a developer by profession,Yes,30,10,97216,Belgium,40,10,8
42125,I am a developer by profession,Yes,30,16,6283,India,8,10,2
42128,"I used to be a developer by profession, but no longer am",Yes,41,7,142964,Chile,40,33,17
42129,I am a developer by profession,Yes,26,17,67215,United Kingdom,40,3,2
42131,I am a developer by profession,Yes,43,7,73644,Sweden,36,36,20
42132,I am a developer by profession,Yes,28,18,32429,Spain,40,4,2
42133,I am a developer by profession,Yes,30,17,79447,India,6,9,4
42136,I am a developer by profession,No,30,18,42804,Netherlands,40,9,5
42139,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,26,20,8124,India,40,5,2
42140,I am a developer by profession,Yes,30,18,10800,Georgia,38,12,8
42144,I am a developer by profession,No,30,14,105737,Greece,40,18,8
42148,I am a developer by profession,Yes,38,17,121745,Romania,45,21,12
42149,I am a developer by profession,Yes,31,13,60972,Finland,38,19,9
42150,I am a developer by profession,Yes,36,16,104074,Turkey,40,10,10
42154,I am a developer by profession,Yes,30,20,86952,Italy,40,8,3
42156,I am a developer by profession,Yes,30,15,713448,Italy,40,10,7
42159,I am a developer by profession,Yes,24,15,76898,Sri Lanka,40,5,1
42160,I am a developer by profession,Yes,30,22,6981,India,45,8,5
42163,I am a developer by profession,Yes,30,22,84821,Colombia,40,6,3
42164,I am a developer by profession,Yes,30,12,108991,Bolivia,40,18,10
42167,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,16,92278,United States,40,13,3
42168,I am a developer by profession,Yes,30,45,125762,United States,40,20,19
42169,I am a developer by profession,Yes,43,13,106000,United States,45,30,20
42170,I am a developer by profession,Yes,28,6,45401,Spain,40,22,7
42171,I am a developer by profession,Yes,30,15,89082,Sweden,40,10,3
42176,I am a developer by profession,Yes,30,15,95589,Germany,40,10,7
42177,I am a developer by profession,Yes,30,16,4538,India,9,6,2
42178,I am a developer by profession,No,30,17,59454,Ireland,35,9,5
42179,I am a developer by profession,No,30,14,90147,Netherlands,40,11,3
42182,I am a developer by profession,Yes,30,12,159576,United Kingdom,40,38,28
42185,I am a developer by profession,Yes,30,32,83756,Pakistan,40,5,3
42190,I am a developer by profession,No,26,14,87675,Romania,45,8,4
42191,I am a developer by profession,Yes,30,9,129033,France,50,34,10
42195,I am a developer by profession,No,30,14,17616,Azerbaijan,50,10,2
42197,I am a developer by profession,No,30,17,80503,Pakistan,40,5,1
42198,I am a developer by profession,No,35,12,96945,United Kingdom,50,16,12
42199,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,16,45241,United Kingdom,40,6,3
42200,I am a developer by profession,Yes,30,12,105877,Switzerland,24,15,13
42201,I am a developer by profession,Yes,30,13,20355,Romania,55,15,10
42202,I am a developer by profession,Yes,34,10,99108,France,40,25,13
42205,I am a developer by profession,Yes,26,18,87675,Slovakia,45,8,4
42206,I am a developer by profession,Yes,30,13,90147,Spain,40,11,3
42207,I am a developer by profession,No,30,19,13620,Pakistan,40,13,9
42208,I am a developer by profession,Yes,37,8,128460,Netherlands,32,30,13
42212,I am a developer by profession,No,29,14,35672,Italy,40,14,9
42215,I am a developer by profession,Yes,30,18,31176,Czech Republic,45,7,3
42217,I am a developer by profession,Yes,30,11,35028,Italy,39,16,9
42219,I am a developer by profession,Yes,30,12,91774,Romania,40,11,4
42220,I am a developer by profession,Yes,25,12,41508,Germany,32,10,2
42221,I am a developer by profession,Yes,30,16,78372,France,40,3,1
42222,I am a developer by profession,Yes,26,18,18156,Spain,40,8,2
42223,I am a developer by profession,Yes,30,22,17496,Brazil,8,9,3
42226,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,26,31992,United Kingdom,37.5,3,1
42229,I am a developer by profession,No,30,18,97662,Luxembourg,40,15,5
42230,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,16,85325,Ireland,40,8,2
42231,I am a developer by profession,Yes,22,16,45379,Canada,35,6,4
42232,I am a developer by profession,No,42,10,123095,Germany,40,26,9
42233,I am a developer by profession,Yes,30,16,77307,Sweden,40,2,1
42234,I am a developer by profession,Yes,30,12,13620,Germany,40,15,6
42235,I am a developer by profession,Yes,30,16,134042,Netherlands,40,12,10
42237,I am a developer by profession,Yes,30,15,92839,Netherlands,40,12,4
42238,I am a developer by profession,Yes,25,18,24000,Ukraine,35,6,3
42242,I am a developer by profession,Yes,30,19,1632,Zambia,40,5,1
42243,I am a developer by profession,Yes,54,16,165860,Germany,40,38,23
42244,"I used to be a developer by profession, but no longer am",No,30,8,117628,France,40,20,14
42245,I am a developer by profession,Yes,30,12,32429,Italy,40,23,10
42246,I am a developer by profession,No,30,27,27240,Belgium,40,1,1
42248,I am a developer by profession,Yes,30,8,97288,Germany,30,27,16
42249,I am a developer by profession,Yes,30,15,21564,Poland,40,15,3
42251,I am a developer by profession,Yes,30,18,64630,United Kingdom,40,10,6
42252,I am a developer by profession,No,30,17,1.00E+05,United States,40,17,11
42253,I am a developer by profession,Yes,25,12,64859,Germany,30,8,3
42254,I am a developer by profession,No,30,23,50411,United Kingdom,37.5,6,5
42255,I am a developer by profession,Yes,30,12,107926,Germany,40,17,10
42256,I am a developer by profession,No,21,13,9300,Ukraine,40,6,3
42259,I am a developer by profession,No,30,16,90709,India,40,10,4
42260,I am a developer by profession,Yes,36,10,127624,Czech Republic,40,26,14
42261,I am a developer by profession,Yes,30,16,77307,India,40,2,1
42262,I am a developer by profession,No,36,18,31348,Portugal,48,19,12
42263,I am a developer by profession,Yes,30,24,64860,Germany,30,13,8
42264,I am a developer by profession,No,25,21,13572,Romania,40,2,1
42266,I am a developer by profession,Yes,30,14,81568,Italy,40,6,1
42267,I am a developer by profession,Yes,30,33,72,Estonia,40,3,2
42269,I am a developer by profession,Yes,27,18,38484,Hungary,40,9,5
42274,"I used to be a developer by profession, but no longer am",Yes,48,13,143528,United Kingdom,40,25,20
42275,I am a developer by profession,Yes,30,14,206815,United Kingdom,35,20,15
42276,I am a developer by profession,Yes,31,23,33732,France,45,7,5
42277,I am a developer by profession,Yes,23,16,51000,United States,40,5,1
42279,I am a developer by profession,Yes,32,12,32424,Germany,60,20,8
42280,I am a developer by profession,Yes,30,16,2400,Nigeria,40,3,2
42282,I am a developer by profession,Yes,39,10,111814,Switzerland,42,20,11
42285,I am a developer by profession,No,28,17,1.00E+06,Japan,45,11,6
42286,I am a developer by profession,Yes,30,16,18492,Russian Federation,40,6,3
42287,I am a developer by profession,Yes,47,18,70044,Israel,40,20,12
42289,I am a developer by profession,Yes,30,10,56211,France,40,33,20
42292,I am a developer by profession,Yes,30,12,66276,Sweden,40,15,12
42296,I am a developer by profession,Yes,30,18,54972,Brazil,30,10,4
42298,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,23,89701,Belgium,40,6,6
42299,I am a developer by profession,Yes,30,8,35028,Argentina,8,18,10
42301,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,28,19,125000,United States,40,9,5
42302,"I am not primarily a developer, but I write code sometimes as part of my work",No,34,12,110260,Germany,40,18,14
42303,I am a developer by profession,Yes,30,20,125200,United States,40,21,18
42316,I am a developer by profession,Yes,30,18,60505,Canada,40,6,4
42317,I am a developer by profession,No,30,16,97288,Germany,40,12,10
42318,I am a developer by profession,No,30,20,19452,Greece,45,16,14
42320,I am a developer by profession,No,31,16,32424,Slovakia,40,14,6
42321,I am a developer by profession,No,25,15,38976,Czech Republic,36,8,3
42323,I am a developer by profession,Yes,30,18,78372,United States,40,3,1
42326,I am a developer by profession,Yes,30,12,103932,Czech Republic,40,25,11
42328,I am a developer by profession,Yes,38,11,32988,Brazil,40,25,19
42332,I am a developer by profession,Yes,25,15,4392,Indonesia,35,9,2
42336,I am a developer by profession,No,32,31,78509,France,40,2,1
42339,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,14,29832,Austria,36,6,2
42340,I am a developer by profession,Yes,28,15,66000,United States,30,8,5
42341,I am a developer by profession,Yes,29,23,95000,United States,38,4,3
42344,I am a developer by profession,Yes,30,20,85383,United States,40,5,4
42345,I am a developer by profession,No,48,26,156145,United Kingdom,37,27,27
42349,I am a developer by profession,Yes,27,12,80000,United States,40,15,3
42350,"I am not primarily a developer, but I write code sometimes as part of my work",No,27,16,89845,France,45,11,3
42353,I am a developer by profession,Yes,48,10,165509,Sweden,40,38,25
42355,I am a developer by profession,Yes,27,20,32429,Italy,40,7,6
42357,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,12,88075,Austria,40,6,5
42358,I am a developer by profession,No,30,16,36708,Ukraine,40,6,5
42359,I am a developer by profession,No,23,18,12612,Uruguay,45,4,2
42361,I am a developer by profession,Yes,30,15,93401,United Kingdom,40,11,5
42362,I am a developer by profession,Yes,30,19,110618,India,40,18,11
42365,I am a developer by profession,Yes,26,15,25284,Brazil,35,10,7
42366,I am a developer by profession,Yes,30,17,70260,Germany,45,10,6
42367,I am a developer by profession,Yes,38,11,114746,Germany,40,25,6
42368,I am a developer by profession,No,30,16,37834,Greece,40,41,35
42371,I am a developer by profession,No,30,14,93528,Canada,35,11,6
42377,I am a developer by profession,Yes,30,6,127099,United States,40,35,10
42378,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,12,151500,United States,40,35,25
42379,I am a developer by profession,Yes,25,14,91484,Switzerland,42,11,4
42381,I am a developer by profession,No,30,22,95085,India,40,8,8
42384,I am a developer by profession,Yes,37,12,3.00E+05,United States,50,24,19
42385,I am a developer by profession,Yes,36,11,160000,United States,40,25,17
42392,I am a developer by profession,Yes,30,8,9792,Ukraine,40,15,9
42395,I am a developer by profession,Yes,30,8,129259,United Kingdom,38,30,23
42396,I am a developer by profession,Yes,28,16,64859,Ireland,45,10,6
42397,I am a developer by profession,Yes,40,15,128400,Germany,40,26,13
42399,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,9,119255,Croatia,40,20,15
42400,I am a developer by profession,Yes,46,13,38484,Brazil,40,33,33
42401,I am a developer by profession,Yes,30,18,61616,France,35,10,5
42402,I am a developer by profession,Yes,30,15,88133,Ukraine,40,3,7
42405,I am a developer by profession,Yes,30,12,140171,United States,40,32,20
42407,I am a developer by profession,No,30,15,29355,South Africa,42,15,5
42411,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,8,65,Netherlands,36,20,17
42414,I am a developer by profession,No,37,16,35048,Brazil,40,22,18
42419,I am a developer by profession,Yes,28,19,46188,Hungary,38,10,5
42420,I am a developer by profession,Yes,30,12,50100,Australia,36,29,15
42422,I am a developer by profession,No,19,13,10380,Italy,20,8,1
42423,I am a developer by profession,No,30,12,64859,Netherlands,40,25,18
42424,I am a developer by profession,Yes,18,11,2050,Nigeria,70,6,4
42425,I am a developer by profession,Yes,28,12,34591,France,5,12,2
42427,I am a developer by profession,Yes,33,15,55582,United Kingdom,38,18,18
42428,I am a developer by profession,Yes,54,17,21168,Hungary,40,37,33
42429,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,15,930672,Ireland,40,20,10
42430,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,10,125449,Belgium,50,23,15
42431,I am a developer by profession,No,30,12,42960,Sweden,40,10,3
42432,I am a developer by profession,Yes,40,12,125262,Austria,40,20,15
42433,I am a developer by profession,No,30,17,88578,Ireland,40,8,4
42434,I am a developer by profession,Yes,25,17,8244,Brazil,40,9,2
42436,I am a developer by profession,Yes,28,14,20760,Italy,40,8,3
42437,I am a developer by profession,Yes,30,17,91002,France,32,11,5
42441,I am a developer by profession,Yes,27,15,28380,Peru,40,9,6
42443,I am a developer by profession,Yes,30,10,71345,Germany,40,30,21
42448,I am a developer by profession,Yes,30,9,131534,Italy,40,30,16
42451,I am a developer by profession,No,30,14,49160,Canada,40,25,20
42452,I am a developer by profession,No,23,13,61862,United States,40,8,4
42453,I am a developer by profession,Yes,30,13,133276,United States,40,24,21
42454,I am a developer by profession,No,37,17,28105,Italy,40,18,3
42455,"I am not primarily a developer, but I write code sometimes as part of my work",No,21,11,2856,Iran,14,4,2
42456,I am a developer by profession,Yes,30,16,103434,Canada,40,25,2
42458,I am a developer by profession,Yes,30,15,34591,Spain,40,17,3
42459,I am a developer by profession,Yes,30,10,90758,Canada,40,20,10
42460,I am a developer by profession,Yes,27,20,9624,Brazil,40,7,3
42462,I am a developer by profession,No,30,18,82691,India,40,4,3
42465,I am a developer by profession,Yes,31,18,54049,France,40,15,10
42472,I am a developer by profession,Yes,30,14,99850,United States,40,14,7
42473,I am a developer by profession,Yes,30,20,80126,Isle of Man,35,3,3
42476,I am a developer by profession,Yes,30,16,53352,Singapore,40,12,10
42477,I am a developer by profession,Yes,30,17,15660,Russian Federation,40,3,1
42480,I am a developer by profession,Yes,26,16,8412,Tunisia,8,9,3
42482,I am a developer by profession,Yes,29,11,713508,United Kingdom,45,7,4
42485,"I am not primarily a developer, but I write code sometimes as part of my work",No,20,14,96000,Iran,36,7,3
42488,I am a developer by profession,Yes,30,19,87259,India,50,7,2
42491,I am a developer by profession,Yes,30,10,164960,Germany,40,40,30
42493,I am a developer by profession,Yes,35,12,34296,Czech Republic,40,23,5
42494,I am a developer by profession,No,30,22,24000,United States,40,14,10
42495,I am a developer by profession,Yes,30,17,12624,Tunisia,40,7,3
42496,I am a developer by profession,Yes,30,8,139540,Slovakia,45,30,20
42497,I am a developer by profession,No,45,12,1.00E+06,Norway,40,25,21
42498,I am a developer by profession,Yes,25,18,83444,Brazil,40,6,4
42499,I am a developer by profession,Yes,45,12,1.00E+06,United Kingdom,40,35,25
42501,I am a developer by profession,Yes,30,17,27240,Greece,45,9,4
42503,I am a developer by profession,No,30,12,136200,Ireland,38,23,19
42504,I am a developer by profession,Yes,30,15,35556,Mexico,40,8,4
42505,I am a developer by profession,Yes,30,34,1.00E+05,United States,45,6,2
42506,I am a developer by profession,Yes,30,20,90804,Germany,35,7,5
42509,I am a developer by profession,Yes,25,15,27025,Italy,50,8,2
42510,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,36,11,62697,Italy,40,25,11
42512,I am a developer by profession,No,30,22,78372,Pakistan,40,3,1
42513,I am a developer by profession,Yes,30,20,57000,Iran,50,3,2
42516,I am a developer by profession,Yes,30,19,79437,Poland,40,4,1
42520,I am a developer by profession,Yes,29,18,18744,Mexico,50,11,7
42521,"I am not primarily a developer, but I write code sometimes as part of my work",No,24,15,64000,United States,50,2,1
42522,I am a developer by profession,No,38,21,121369,Cyprus,40,19,14
42525,I am a developer by profession,No,38,19,112000,United States,45,19,12
42526,I am a developer by profession,Yes,30,14,27025,Italy,8,16,6
42529,I am a developer by profession,No,30,14,129461,France,40,25,18
42531,I am a developer by profession,Yes,30,33,76348,Nigeria,8,4,5
42533,I am a developer by profession,Yes,22,10,83469,Canada,37.5,13,1
42534,I am a developer by profession,Yes,30,11,99346,Germany,40,12,8
42536,I am a developer by profession,No,28,16,250000,United States,45,10,5
42537,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,8,30372,Poland,40,10,6
42540,I am a developer by profession,Yes,27,19,70044,Israel,46,5,2
42541,I am a developer by profession,Yes,25,9,4.00E+05,United States,50,16,5
42549,I am a developer by profession,No,30,15,120000,United States,40,12,11
42551,I am a developer by profession,Yes,30,14,7500,United States,20,8,2
42553,I am a developer by profession,Yes,27,12,64630,United Kingdom,40,15,6
42554,I am a developer by profession,Yes,31,12,140000,United States,35,20,8
42556,I am a developer by profession,No,36,14,68724,Brazil,40,18,15
42557,I am a developer by profession,No,30,18,88017,United States,40,9,3
42560,I am a developer by profession,Yes,26,7,105523,United States,40,17,10
42562,I am a developer by profession,Yes,30,17,108991,United States,40,18,10
42565,I am a developer by profession,Yes,21,14,65000,United States,42,6,3
42566,I am a developer by profession,No,30,20,85887,Iran,40,7,3
42567,I am a developer by profession,No,30,17,17223,India,40,15,8
42568,I am a developer by profession,Yes,32,16,111622,China,50,15,11
42570,I am a developer by profession,No,30,21,97523,India,50,9,7
42571,I am a developer by profession,No,32,17,103316,El Salvador,44,15,7
42572,I am a developer by profession,No,26,13,3936,Brazil,42,6,2
42573,I am a developer by profession,No,30,15,65000,United States,43,7,1
42575,I am a developer by profession,Yes,41,6,124792,Canada,35,35,20
42588,I am a developer by profession,Yes,30,14,62018,Canada,50,16,9
42593,I am a developer by profession,Yes,30,14,76000,United States,40,16,4
42594,I am a developer by profession,Yes,30,15,84821,Argentina,40,6,3
42595,I am a developer by profession,No,60,20,88900,United States,42,40,38
42596,I am a developer by profession,Yes,44,22,125000,United States,40,22,15
42597,I am a developer by profession,No,44,11,108548,Denmark,35,33,18
42598,I am a developer by profession,Yes,32,12,110192,Romania,40,18,10
42600,I am a developer by profession,No,27,17,98000,United States,45,6,4
42607,I am a developer by profession,Yes,23,11,68000,United States,50,4,1
42610,I am a developer by profession,Yes,31,18,42528,Poland,38,10,5
42613,I am a developer by profession,No,40,22,95000,United States,40,16,6
42614,I am a developer by profession,Yes,30,14,100600,United States,40,16,6
42615,I am a developer by profession,No,30,18,103103,India,40,14,9
42616,I am a developer by profession,Yes,43,20,59454,Germany,40,15,10
42619,I am a developer by profession,Yes,30,14,39700,Canada,35,6,3
42620,I am a developer by profession,Yes,30,16,98461,Peru,55,10,6
42623,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,15,183299,United States,40,45,38
42624,I am a developer by profession,No,30,14,91213,United States,40,12,3
42626,I am a developer by profession,Yes,30,14,60000,United States,40,5,1
42627,I am a developer by profession,Yes,30,17,87513,India,40,7,4
42630,"I am not primarily a developer, but I write code sometimes as part of my work",No,30,20,155000,United States,40,5,1
42631,I am a developer by profession,Yes,29,10,52000,United States,40,19,7
42633,I am a developer by profession,Yes,24,13,20943,India,40,10,3
42634,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,46,35,6.00E+05,United States,40,11,1
42635,I am a developer by profession,Yes,30,16,19956,Iran,55,16,8
42636,I am a developer by profession,No,20,9,6876,Brazil,8,5,6
42638,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,46,12,144079,Germany,41,34,15
42640,I am a developer by profession,Yes,26,22,68000,United States,40,4,3
42642,I am a developer by profession,Yes,30,20,6911,India,30,5,1
42643,I am a developer by profession,Yes,30,10,2.00E+06,United States,50,32,26
42648,I am a developer by profession,Yes,33,10,18000,Russian Federation,60,24,11
42649,I am a developer by profession,No,30,12,10992,Brazil,9,10,3
42659,I am a developer by profession,Yes,30,18,16752,India,48,9,4
42660,I am a developer by profession,Yes,21,11,120000,United States,45,8,4
42661,I am a developer by profession,Yes,30,18,4236,Bangladesh,50,6,2
42662,I am a developer by profession,Yes,30,32,56952,Sweden,40,4,2
42663,I am a developer by profession,Yes,30,12,82633,Germany,40,7,1
42664,I am a developer by profession,Yes,30,16,86390,India,40,9,2
42667,I am a developer by profession,No,30,15,30240,Brazil,44,8,8
42671,I am a developer by profession,Yes,30,21,85000,United States,40,7,5
42675,I am a developer by profession,Yes,30,12,90651,Canada,40,13,2
42677,I am a developer by profession,Yes,21,11,70337,Canada,33,10,4
42679,I am a developer by profession,No,55,15,109665,Canada,40,42,33
42687,I am a developer by profession,Yes,39,6,101950,Ukraine,40,30,16
42689,I am a developer by profession,Yes,30,16,350,"Venezuela, Bolivarian Republic of...",40,4,1
42690,I am a developer by profession,No,28,8,81074,Ireland,50,9,4
42692,I am a developer by profession,Yes,30,18,60000,United States,40,6,2
42694,I am a developer by profession,No,30,15,13164,Nigeria,40,11,6
42695,I am a developer by profession,Yes,30,18,96400,India,50,11,5
42700,I am a developer by profession,Yes,30,14,85325,Argentina,40,8,2
42703,I am a developer by profession,Yes,27,18,8484,Georgia,40,5,2
42705,I am a developer by profession,Yes,30,8,86448,Netherlands,40,6,4
42706,I am a developer by profession,Yes,30,16,92815,India,56,9,3
42707,I am a developer by profession,No,23,18,49500,United States,40,5,2
42708,I am a developer by profession,Yes,30,20,1.00E+05,United States,40,10,4
42709,I am a developer by profession,No,45,10,110000,United States,40,16,15
42711,I am a developer by profession,Yes,30,13,20616,Brazil,55,12,10
42714,I am a developer by profession,Yes,22,19,71000,United States,40,3,2
42715,I am a developer by profession,Yes,30,16,5766,India,40,4,3
42717,I am a developer by profession,Yes,30,13,70000,United States,40,9,3
42721,I am a developer by profession,No,30,12,88578,Canada,40,8,4
42724,I am a developer by profession,Yes,30,14,161260,United States,40,35,31
42725,I am a developer by profession,No,30,13,165000,United States,50,22,7
42726,I am a developer by profession,Yes,37,16,90000,United States,36,21,6
42727,I am a developer by profession,Yes,23,15,66000,United States,42,9,3
42730,I am a developer by profession,Yes,33,14,129259,United Kingdom,35,20,15
42733,I am a developer by profession,Yes,30,19,87513,United States,40,7,4
